ResponseId,R_ID,category,catID,qID,OpinionQ,id,newid
R_1LGTjvXaN2Caxaz,372,opinion,1,372,What is the best way to convince a woman not to have an abortion?,R_1LGTjvXaN2Caxaz-opinion-372,372-1-372
R_3ErSPjX2RnhDOAN,373,opinion,1,373,What is it about this topic that upsets you without assigning blame?,R_3ErSPjX2RnhDOAN-opinion-373,373-1-373
R_2UW8A6aEZnotEwd,374,opinion,1,374,Would you pay for your partner's abortion?,R_2UW8A6aEZnotEwd-opinion-374,374-1-374
R_57NHSlXxT1FHvrz,375,opinion,1,375,Abortion,R_57NHSlXxT1FHvrz-opinion-375,375-1-375
R_1M5PDrWN6BzW7mb,376,opinion,1,376,,R_1M5PDrWN6BzW7mb-opinion-376,376-1-376
R_XvN7OWfonXQcpR7,377,opinion,1,377,Why are you for or against abortion?,R_XvN7OWfonXQcpR7-opinion-377,377-1-377
R_1lmFRKQEW5rvJwv,378,opinion,1,378,Why do you support or not support the death penalty?,R_1lmFRKQEW5rvJwv-opinion-378,378-1-378
R_12AaOeVlHTvXK6I,379,opinion,1,379,What do you think about claims that the outcome 2020 Presidential election was skewed by voter fraud?,R_12AaOeVlHTvXK6I-opinion-379,379-1-379
R_2tutJm21PvlRUr3,380,opinion,1,380,Please explain in detail how you feel about ______,R_2tutJm21PvlRUr3-opinion-380,380-1-380
R_22n4vTWBZwkaOCA,381,opinion,1,381,"Your views are completely confidential, so please feel free to answer honestly! What are your views on abortion?",R_22n4vTWBZwkaOCA-opinion-381,381-1-381
R_1jrmDYJgTPeWADs,382,opinion,1,382,"If God is seen as ""all good"", why do horrible things happen to innocent people?",R_1jrmDYJgTPeWADs-opinion-382,382-1-382
R_3sokrJA3mXIn5I9,383,opinion,1,383,What is your opinion on abortion rights?,R_3sokrJA3mXIn5I9-opinion-383,383-1-383
R_daiAelwFv7tnag1,384,opinion,1,384,Is your view on abortion come from your faith or church teachings?,R_daiAelwFv7tnag1-opinion-384,384-1-384
R_3KHHNBdqIrI7Rtg,385,opinion,1,385,What do you feel when singing the national anthem?,R_3KHHNBdqIrI7Rtg-opinion-385,385-1-385
R_6tKvXMkyt3wCsdX,386,opinion,1,386,At what point does life start for a human in your opinion?,R_6tKvXMkyt3wCsdX-opinion-386,386-1-386
R_20PaJOn1yEbVoGi,387,opinion,1,387,What could we do about social inequality as it relates to a specific area of inequality?,R_20PaJOn1yEbVoGi-opinion-387,387-1-387
R_3Ep3mgtdMNm2WVf,388,opinion,1,388,How do we begin to resolve the partisan divide in the US?,R_3Ep3mgtdMNm2WVf-opinion-388,388-1-388
R_2Bm9MNqnsR4ODCS,389,opinion,1,389,what is going on social media,R_2Bm9MNqnsR4ODCS-opinion-389,389-1-389
R_2Ec5VRNCQ8H69ON,390,opinion,1,390,"if you believe that abortion should be illegal in all states, would you be willing to support/adopt or take on an unwanted child from someone who cannot get an abortion today? If no, why?",R_2Ec5VRNCQ8H69ON-opinion-390,390-1-390
R_9zzr4EdeaaFMzrr,391,opinion,1,391,How will global warming affect future generations?,R_9zzr4EdeaaFMzrr-opinion-391,391-1-391
R_3oNkaoAnmKCAC6i,392,opinion,1,392,Will democracy in America last another 100 years?,R_3oNkaoAnmKCAC6i-opinion-392,392-1-392
R_9zWHiUiBazvrAhr,393,opinion,1,393,How do you feel when you meet a same-sex couple?,R_9zWHiUiBazvrAhr-opinion-393,393-1-393
R_12wYvkMmWGRyfyX,394,opinion,1,394,How do you feel about abortion?,R_12wYvkMmWGRyfyX-opinion-394,394-1-394
R_02R7JC6wuwKlV7P,395,opinion,1,395,What are your thoughts on Roe vs Wade?,R_02R7JC6wuwKlV7P-opinion-395,395-1-395
R_1JD9NIVFtUCbIyA,396,opinion,1,396,Do you believe Biden won the 2016 election?,R_1JD9NIVFtUCbIyA-opinion-396,396-1-396
R_RxhYly3XjWOS8Vz,397,opinion,1,397,Donald Trump make racism more acceptable during his Presidency. What is your opinion on this statement?,R_RxhYly3XjWOS8Vz-opinion-397,397-1-397
R_2B8sZv671EuGU37,398,opinion,1,398,How do you feel about killing babies because they can't afford one ??,R_2B8sZv671EuGU37-opinion-398,398-1-398
R_1MXtjG7ty6rfZ7l,399,opinion,1,399,What are your thoughts on abortion?,R_1MXtjG7ty6rfZ7l-opinion-399,399-1-399
R_2P1O6OniGGaNyPX,400,opinion,1,400,What do you think of climate change?,R_2P1O6OniGGaNyPX-opinion-400,400-1-400
R_31bVhjckgOXfBnK,401,opinion,1,401,Why do you believe this?,R_31bVhjckgOXfBnK-opinion-401,401-1-401
R_dnxmP6oXT5IpFhD,402,opinion,1,402,"Should there be a limit on immigration in America and if so, what is the limit?",R_dnxmP6oXT5IpFhD-opinion-402,402-1-402
R_2TMh3bafHxo3VEM,403,opinion,1,403,How do you feel about women having the right to have abortion?,R_2TMh3bafHxo3VEM-opinion-403,403-1-403
R_2akpf3V6d279gbF,404,opinion,1,404,Please select the answer that best describe your opinion on the following issue,R_2akpf3V6d279gbF-opinion-404,404-1-404
R_3kKPGHOeGus0WrV,405,opinion,1,405,Life begins at conception.,R_3kKPGHOeGus0WrV-opinion-405,405-1-405
R_D14zlXxtjQpUvPr,406,opinion,1,406,Do you think states should have the right to say abortions are against the law?,R_D14zlXxtjQpUvPr-opinion-406,406-1-406
R_3NwANaZhDqYfTZ7,407,opinion,1,407,How do you feel about controversial issues?,R_3NwANaZhDqYfTZ7-opinion-407,407-1-407
R_25XSBShJYdgXt9T,408,opinion,1,408,How would you feel if Donald Trump ran for president in the next election?,R_25XSBShJYdgXt9T-opinion-408,408-1-408
R_1LhDdHrS0KNuRTW,409,opinion,1,409,Any question regarding abortion,R_1LhDdHrS0KNuRTW-opinion-409,409-1-409
R_3NOG2i7BfSxGtY8,410,opinion,1,410,At what point would you agree that an abortion is too late to perform?,R_3NOG2i7BfSxGtY8-opinion-410,410-1-410
R_3kLj4qRkfCUzYpf,411,opinion,1,411,Please answer the following question on a scale of 1-10 with one being Totally disagree to ten being totally agree: Abortion should only be allowed under very specific conditions.,R_3kLj4qRkfCUzYpf-opinion-411,411-1-411
R_1KpfgNAoiiGcrFE,412,opinion,1,412,Are you for or against abortion?,R_1KpfgNAoiiGcrFE-opinion-412,412-1-412
R_22yQMrcUhLXjQiZ,413,opinion,1,413,What are your feelings regarding outlawing abortion?,R_22yQMrcUhLXjQiZ-opinion-413,413-1-413
R_2CIiQOcZOwTlV4j,414,opinion,1,414,Do you believe abortion rights should be protected?,R_2CIiQOcZOwTlV4j-opinion-414,414-1-414
R_2zqAA5GGrpaHc2Y,415,opinion,1,415,"What is your stance on if abortions should be legal, and why?",R_2zqAA5GGrpaHc2Y-opinion-415,415-1-415
R_Oj7SgX0WiOK8hup,416,opinion,1,416,Why is abortion used on such a frequent basis when ideally it should be a last resort in a dire situation?,R_Oj7SgX0WiOK8hup-opinion-416,416-1-416
R_wZr81SgmLf7heiB,417,opinion,1,417,What is your opinion on raw milk being illegal?,R_wZr81SgmLf7heiB-opinion-417,417-1-417
R_2axHhrKZlQg6v5v,418,opinion,1,418,Do you feel good about the current economic situation in the United States?,R_2axHhrKZlQg6v5v-opinion-418,418-1-418
R_blWnVAyAtqByecx,419,opinion,1,419,"How do you feel about legislation that sets length of pregnancy limits on abortion regulations, such as abortions only allowed until the twelfth week of pregnancy?",R_blWnVAyAtqByecx-opinion-419,419-1-419
R_x9nO9Ncruw7TwhH,420,opinion,1,420,What are your beliefs about the death penalty?,R_x9nO9Ncruw7TwhH-opinion-420,420-1-420
R_yjzTekJImdNWixr,421,opinion,1,421,"What did the authors of the Constitution mean by ""well-regulated militia"" in the 2nd Amendment?",R_yjzTekJImdNWixr-opinion-421,421-1-421
R_Wkh4ZRc96JdKWIN,422,opinion,1,422,List some ways in which you think a Christian theocracy would be different from or better than Sharia law.,R_Wkh4ZRc96JdKWIN-opinion-422,422-1-422
R_3PzQmJmHHoegjms,423,opinion,1,423,"In 2 or 3 sentences, can you tell us your view concerning the January 6 insurrection?",R_3PzQmJmHHoegjms-opinion-423,423-1-423
R_1lxUM8Wp91s78cb,424,opinion,1,424,Is cloning humans immoral? Why or why not?,R_1lxUM8Wp91s78cb-opinion-424,424-1-424
R_wYquX9BraGghxIt,425,opinion,1,425,What issue do you find most controversial?,R_wYquX9BraGghxIt-opinion-425,425-1-425
R_1Qz0BuUIrAxP3CX,426,opinion,1,426,Do you feel that there should be any restrictions on abortion?,R_1Qz0BuUIrAxP3CX-opinion-426,426-1-426
R_2Y8J1auyaugxyFu,427,opinion,1,427,"When do you think life begins, at conception, at the first signs of viability, or at a later point?",R_2Y8J1auyaugxyFu-opinion-427,427-1-427
R_9n4VMPuMq8vZLpL,428,opinion,1,428,At what point in a pregnancy should abortion be banned?,R_9n4VMPuMq8vZLpL-opinion-428,428-1-428
R_s5yCQkZjdAdSYOl,429,opinion,1,429,"How has the aftermath of the January 6th insurrection affected people's idea of a ""United"" America",R_s5yCQkZjdAdSYOl-opinion-429,429-1-429
R_wN7pLhn7IrAVmmZ,430,opinion,1,430,what explains Americans fascination for guns,R_wN7pLhn7IrAVmmZ-opinion-430,430-1-430
R_2PzmL4g4iIDgrmg,431,opinion,1,431,minors receiving gender reassignment,R_2PzmL4g4iIDgrmg-opinion-431,431-1-431
R_3PHnt1UT6nObZ8t,432,opinion,1,432,Do you think we are getting too much information about sexual identity?,R_3PHnt1UT6nObZ8t-opinion-432,432-1-432
R_10T8gjhJITU0OZi,433,opinion,1,433,What are you opinions concerning trans-rights,R_10T8gjhJITU0OZi-opinion-433,433-1-433
R_3fdWDD1QFAoJ5XT,434,opinion,1,434,Why are whites so afraid of Blacks?,R_3fdWDD1QFAoJ5XT-opinion-434,434-1-434
R_2wN2SWRisxJRKiE,435,opinion,1,435,Should the January 6 committee remain?,R_2wN2SWRisxJRKiE-opinion-435,435-1-435
R_1eODvpzU9JgwyjT,436,opinion,1,436,How do you feel about allowing minors access to puberty blockers with doctor approval?,R_1eODvpzU9JgwyjT-opinion-436,436-1-436
R_1hQoNgz7qR59i73,437,opinion,1,437,what is your believe,R_1hQoNgz7qR59i73-opinion-437,437-1-437
R_0BQyd3qoHwWLlu1,438,opinion,1,438,"What do you think when you hear the phrase ""climate change""?",R_0BQyd3qoHwWLlu1-opinion-438,438-1-438
R_3hgolmBsd0YiStL,439,opinion,1,439,What do you think about abortion?,R_3hgolmBsd0YiStL-opinion-439,439-1-439
R_3sAmRR7fRT6q0zV,440,opinion,1,440,How do you feel about the Twitter files?,R_3sAmRR7fRT6q0zV-opinion-440,440-1-440
R_2nKgy5gvqSr7jah,441,opinion,1,441,Do you believe that laws against abortion and birth control should be imposed against the entire country based on one set of religious beliefs?,R_2nKgy5gvqSr7jah-opinion-441,441-1-441
R_2YhQikqNQYUvcYs,442,opinion,1,442,What is your opinion of abortion rights?,R_2YhQikqNQYUvcYs-opinion-442,442-1-442
R_3FRnPUapTihnhh6,443,opinion,1,443,Do you think that Donald Trump should be penalized for tax fraud?,R_3FRnPUapTihnhh6-opinion-443,443-1-443
R_1ezVnNMnmnFQf93,444,opinion,1,444,For what reasons is it okay for some women to have an abortion?,R_1ezVnNMnmnFQf93-opinion-444,444-1-444
R_UYcGfvjA3BL01Lb,445,opinion,1,445,Do you think AR 15 guns should be banned.,R_UYcGfvjA3BL01Lb-opinion-445,445-1-445
R_026gPWh00a2r7KV,446,opinion,1,446,What they think about political situation in the world,R_026gPWh00a2r7KV-opinion-446,446-1-446
R_3NVy4kGxD3wSAXF,447,opinion,1,447,What are the benefits to the overturn of Roe v Wade and Dobbs decision,R_3NVy4kGxD3wSAXF-opinion-447,447-1-447
R_3dSoOCC4CietQ2H,448,opinion,1,448,Where do you stand on abortion?,R_3dSoOCC4CietQ2H-opinion-448,448-1-448
R_eVPUvgAXzzqGL6x,449,opinion,1,449,What are your thoughts on gun control?,R_eVPUvgAXzzqGL6x-opinion-449,449-1-449
R_2z8Rv2ulV2ozKW3,450,opinion,1,450,How do you feel about gun control?,R_2z8Rv2ulV2ozKW3-opinion-450,450-1-450
R_2D2oSuwKApXH0oa,451,opinion,1,451,When do you believe human life begins and why?,R_2D2oSuwKApXH0oa-opinion-451,451-1-451
R_2VBCa3Rln7pBOEZ,452,opinion,1,452,Under what circumstances do you think it should be legal for a woman to get an abortion?,R_2VBCa3Rln7pBOEZ-opinion-452,452-1-452
R_3dYSQVNnRq1Qh8U,453,opinion,1,453,Why should assault weapons still be available for sale when so many people are being killed by them?,R_3dYSQVNnRq1Qh8U-opinion-453,453-1-453
R_3GDIih7u1rpy7L3,454,opinion,1,454,"What are your thoughts about the current ""quiet quitting"" environment?",R_3GDIih7u1rpy7L3-opinion-454,454-1-454
R_2YsjNSWKnjZL1df,455,opinion,1,455,would you want the death penalty for someone who murdered a loved one,R_2YsjNSWKnjZL1df-opinion-455,455-1-455
R_9nPCGO0sE0wwaT7,456,opinion,1,456,Is your answer to controversial issues based upon your politics or your heartfelt beliefs and why?,R_9nPCGO0sE0wwaT7-opinion-456,456-1-456
R_1hNpJlxLd7ZY7NL,457,opinion,1,457,How do you feel about the situation at the US/Mexico border?,R_1hNpJlxLd7ZY7NL-opinion-457,457-1-457
R_cN2DWCm7IhOJsgp,458,opinion,1,458,What is your opinion of the Green New Deal?,R_cN2DWCm7IhOJsgp-opinion-458,458-1-458
R_pmTGTyQmP1NzqDf,459,opinion,1,459,Why do Republicans seem to like to discredit science.,R_pmTGTyQmP1NzqDf-opinion-459,459-1-459
R_1jdnX9ctG24Loxs,460,opinion,1,460,what is your personal opinion on the overturning of Roe vs. Wade?,R_1jdnX9ctG24Loxs-opinion-460,460-1-460
R_3dM5HCj4GyKK5bE,461,opinion,1,461,"What did you think of the attempted coup on the Capitol on January 6, 2021?",R_3dM5HCj4GyKK5bE-opinion-461,461-1-461
R_3hseLx0Sy0VlEOw,462,opinion,1,462,How do you feel about gun control?,R_3hseLx0Sy0VlEOw-opinion-462,462-1-462
R_ZJ1Gj1vXydSrOMN,463,opinion,1,463,Where do you stand on a woman's right to choose an abortion?,R_ZJ1Gj1vXydSrOMN-opinion-463,463-1-463
R_24ua836gNUiOKJE,464,opinion,1,464,What is your opinion on abortion in the US and should it be allowed in almost all circumstances?,R_24ua836gNUiOKJE-opinion-464,464-1-464
R_2SrGIpvBL6sWlnv,465,opinion,1,465,What are 3 reasons that support your opinion on having a right to abortion?,R_2SrGIpvBL6sWlnv-opinion-465,465-1-465
R_1ePCNXBgPxZRCaS,466,opinion,1,466,If you were to discuss this issue with someone else what do you think would be the most important points to bring up?nt,R_1ePCNXBgPxZRCaS-opinion-466,466-1-466
R_1Nakj1RNVahLnts,467,opinion,1,467,How do you feel about illegal immigration?,R_1Nakj1RNVahLnts-opinion-467,467-1-467
R_1LMA3rfeGvS9gCE,468,opinion,1,468,"Do you believe the 2020 Presidential Election was rigged? And either way, please explain why.",R_1LMA3rfeGvS9gCE-opinion-468,468-1-468
R_3qDNqsc05TSQkg4,469,opinion,1,469,What do you think about abortion,R_3qDNqsc05TSQkg4-opinion-469,469-1-469
R_2rPeUraQTMJo0rb,470,opinion,1,470,Do you agree we need stricter gun purchase requirements?,R_2rPeUraQTMJo0rb-opinion-470,470-1-470
R_2QRqfx1KO7JCYoz,471,opinion,1,471,"Do you feel trans people are qualified to be teachers? If not, why, and if yes, why?",R_2QRqfx1KO7JCYoz-opinion-471,471-1-471
R_3PgWbgSMw291cXe,472,opinion,1,472,Do you believe climate change is a problem,R_3PgWbgSMw291cXe-opinion-472,472-1-472
R_1duX3Ujk8mumFau,473,opinion,1,473,Why are young people inclined to promote political correctness more than the elderly?,R_1duX3Ujk8mumFau-opinion-473,473-1-473
R_2az7nz24McPOxwG,474,opinion,1,474,Do you believe the COVID 19 vaccinations are safe and effective?,R_2az7nz24McPOxwG-opinion-474,474-1-474
R_3lzhG9pCaRQ2RTe,475,opinion,1,475,What was your reaction the the Supreme Court ruling on abortion?,R_3lzhG9pCaRQ2RTe-opinion-475,475-1-475
R_yVg9ZQ4bemIPlfz,476,opinion,1,476,Tell us why you believe some people believe that life starts at conception,R_yVg9ZQ4bemIPlfz-opinion-476,476-1-476
R_1jCU83nKLDmHdP7,477,opinion,1,477,Economy,R_1jCU83nKLDmHdP7-opinion-477,477-1-477
R_0NUT8dbhA0phJKx,478,opinion,1,478,are you more comfortable having someone tell you how to think as opposed to being told what to think?,R_0NUT8dbhA0phJKx-opinion-478,478-1-478
R_xGwNE4AUhTNUqL7,479,opinion,1,479,What are your views on abortion?,R_xGwNE4AUhTNUqL7-opinion-479,479-1-479
R_2WP5fC1Ud0mqiMw,480,opinion,1,480,What are your opinions on lab tested/animal tested products?,R_2WP5fC1Ud0mqiMw-opinion-480,480-1-480
R_YbN50eHvUNQ8oUN,481,opinion,1,481,What are your views on abortion access?,R_YbN50eHvUNQ8oUN-opinion-481,481-1-481
R_1oHGhtloYvBj7FM,482,opinion,1,482,Under what conditions is it appropriate for a person to have an abortion?,R_1oHGhtloYvBj7FM-opinion-482,482-1-482
R_BXmTncClA11KsJH,483,opinion,1,483,Ban abortion really save babies?,R_BXmTncClA11KsJH-opinion-483,483-1-483
R_PUmmnQ6I4YWWTT3,484,opinion,1,484,What are the major reasons that other developed countries have less mass shooting than the United States?,R_PUmmnQ6I4YWWTT3-opinion-484,484-1-484
R_8nVIe7ygxPBRsqZ,485,opinion,1,485,"What are your thought on Death penalty, should a man have a say in another man's rights to live or die please explain?",R_8nVIe7ygxPBRsqZ-opinion-485,485-1-485
R_3DpeorHkVqrAaW4,486,opinion,1,486,You agree with the application of abortion in all states of the USA,R_3DpeorHkVqrAaW4-opinion-486,486-1-486
R_1ex8HSlUcH7H9zf,487,opinion,1,487,Why do we tolerate illegal immigration?,R_1ex8HSlUcH7H9zf-opinion-487,487-1-487
R_3MaGHHTL01H81J6,488,opinion,1,488,Social/ Racial/ Environmental,R_3MaGHHTL01H81J6-opinion-488,488-1-488
R_2tFDkY78AFOXQIn,489,opinion,1,489,why would you support issue xyz,R_2tFDkY78AFOXQIn-opinion-489,489-1-489
R_30o3Jlv6tX3tFkj,490,opinion,1,490,What are your views on legalized abortion?,R_30o3Jlv6tX3tFkj-opinion-490,490-1-490
R_aVRifwGcrlVVLod,491,opinion,1,491,Abortion laws,R_aVRifwGcrlVVLod-opinion-491,491-1-491
R_pKsMdRfM2HmVqKZ,492,opinion,1,492,Why are you pro choice?,R_pKsMdRfM2HmVqKZ-opinion-492,492-1-492
R_TufqUVsUwJkjZap,493,opinion,1,493,Are you pro-choice or pro-life?,R_TufqUVsUwJkjZap-opinion-493,493-1-493
R_1NqvGwURoEWKyuq,494,opinion,1,494,Why do you think there is a rise in hate crimes in America?,R_1NqvGwURoEWKyuq-opinion-494,494-1-494
R_1LNlhRHqi9gYmzH,495,opinion,1,495,Should former President Trump run for President?,R_1LNlhRHqi9gYmzH-opinion-495,495-1-495
R_1gpU8oP5R5UXsH5,496,opinion,1,496,Do you know what ballot harvesting is and what states allow ballot harvesting?,R_1gpU8oP5R5UXsH5-opinion-496,496-1-496
R_3EX93iaHUKhl7gU,497,opinion,1,497,Why do you think the college loan forgiveness program is fair?,R_3EX93iaHUKhl7gU-opinion-497,497-1-497
R_10qRORtUrd4qc6V,498,opinion,1,498,Should employees' social media accounts be monitored?,R_10qRORtUrd4qc6V-opinion-498,498-1-498
R_2WAJvLXECFJylSU,499,opinion,1,499,Would you eliminate the death penalty in the United States?,R_2WAJvLXECFJylSU-opinion-499,499-1-499
R_32YmA9UWGXwPEj6,500,opinion,1,500,Does Influencers negatively affect teenagers' body image?,R_32YmA9UWGXwPEj6-opinion-500,500-1-500
R_ehz5BbMYwmzfCVz,501,opinion,1,501,what is your take on this issue?,R_ehz5BbMYwmzfCVz-opinion-501,501-1-501
